id,account_id,amount,payee,payee_is_new,timestamp,reference,location_country,location_lat,location_lon,injected_label
syn_98598b46,SYNTH-002,287.6,Spotify,False,2026-08-24T19:08:31.947897Z,REF-1574,DE,52.52,13.405,
syn_e34fa708,SYNTH-030,418.35,Spotify,False,2026-08-25T08:05:42.947897Z,REF-3436,DE,52.52,13.405,
syn_d9b6d49a,SYNTH-015,142.31,Spotify,False,2026-08-25T08:10:58.947897Z,REF-5552,GB,52.4862,-1.8904,
syn_0dc1e67f,SYNTH-022,170.26,Netflix,False,2026-08-25T08:35:41.947897Z,REF-6281,GB,53.4808,-2.2426,
syn_b6991b0a,SYNTH-011,390.08,Netflix,False,2026-08-25T10:07:54.947897Z,REF-7588,GB,53.4808,-2.2426,
syn_e0a1b555,SYNTH-022,137.86,EE,False,2026-08-25T12:03:11.947897Z,REF-2063,FR,48.8566,2.3522,
syn_50a32ec9,SYNTH-011,405.67,Vodafone,False,2026-08-25T13:05:23.947897Z,REF-5712,GB,52.4862,-1.8904,
syn_ddcbb650,SYNTH-027,438.63,Uber,False,2026-08-25T16:34:00.947897Z,REF-8865,FR,48.8566,2.3522,
syn_3fc9bfd0,SYNTH-018,53.48,Uber,False,2026-08-25T18:15:01.947897Z,REF-4799,FR,48.8566,2.3522,
syn_45b601c9,SYNTH-026,216.9,Uber,False,2026-08-26T12:04:26.947897Z,REF-8867,GB,51.5074,-0.1278,
syn_e20f6bc1,SYNTH-029,151.08,EE,False,2026-08-26T15:40:05.947897Z,REF-9767,DE,52.52,13.405,
syn_b8b97581,SYNTH-014,42.95,EE,False,2026-08-26T19:10:27.947897Z,REF-6426,GB,52.4862,-1.8904,
syn_caa004cd,SYNTH-030,258.07,Tesco,False,2026-08-26T19:26:54.947897Z,REF-2049,FR,48.8566,2.3522,
syn_1c6f2628,SYNTH-019,348.92,Uber,False,2026-08-26T19:30:58.947897Z,REF-5650,GB,51.5074,-0.1278,
syn_cd0d6b44,SYNTH-021,410.94,EE,False,2026-08-27T09:03:49.947897Z,REF-4284,GB,53.4808,-2.2426,
syn_ef9a14ef,SYNTH-022,186.88,O2,False,2026-08-27T09:54:05.947897Z,REF-4163,GB,51.5074,-0.1278,
syn_1d692a2e,SYNTH-003,457.7,Uber,False,2026-08-27T11:46:44.947897Z,REF-3155,GB,52.4862,-1.8904,
syn_f09d3070,SYNTH-008,485.27,Deliveroo,False,2026-08-27T12:49:38.947897Z,REF-7938,GB,53.4808,-2.2426,
syn_b5cc4c65,SYNTH-020,85.99,Netflix,False,2026-08-27T15:39:35.947897Z,REF-8772,GB,53.4808,-2.2426,
syn_6671b606,SYNTH-017,259.92,Uber,False,2026-08-27T16:29:02.947897Z,REF-9435,GB,51.5074,-0.1278,
syn_368cf3b6,SYNTH-003,176.25,EE,False,2026-08-28T08:11:47.947897Z,REF-1862,DE,52.52,13.405,
syn_4df5b379,SYNTH-017,192.73,Netflix,False,2026-08-28T08:58:09.947897Z,REF-2205,FR,48.8566,2.3522,
syn_283bac88,SYNTH-022,346.47,Uber,False,2026-08-28T09:23:26.947897Z,REF-6469,GB,51.5074,-0.1278,
syn_c6d44367,SYNTH-018,462.88,Sainsburys,False,2026-08-28T10:49:57.947897Z,REF-1669,GB,53.4808,-2.2426,
syn_adb1e4ec,SYNTH-001,452.23,Vodafone,False,2026-08-28T13:09:20.947897Z,REF-9752,GB,53.4808,-2.2426,
syn_b3a23189,SYNTH-029,14.74,EE,False,2026-08-28T13:32:33.947897Z,REF-1839,GB,52.4862,-1.8904,
syn_e5c4faf1,SYNTH-001,355.03,Uber,False,2026-08-28T14:43:57.947897Z,REF-5011,DE,52.52,13.405,
syn_8b10aae9,SYNTH-028,253.91,Deliveroo,False,2026-08-28T14:47:19.947897Z,REF-7282,GB,52.4862,-1.8904,
syn_3fc3a2a3,SYNTH-005,200.79,Netflix,False,2026-08-28T17:31:15.947897Z,REF-3715,DE,52.52,13.405,
syn_33b8a8de,SYNTH-009,263.63,Tesco,False,2026-08-29T09:20:49.947897Z,REF-4622,FR,48.8566,2.3522,
syn_5cefff55,SYNTH-025,343.95,O2,False,2026-08-29T10:29:52.947897Z,REF-9012,GB,51.5074,-0.1278,
syn_b287ba99,SYNTH-006,212.08,Uber,False,2026-08-29T13:13:19.947897Z,REF-9563,GB,53.4808,-2.2426,
syn_ca4a8fea,SYNTH-013,171.82,Uber,False,2026-08-29T14:52:59.947897Z,REF-4904,GB,53.4808,-2.2426,
syn_f6a556e1,SYNTH-012,445.33,EE,False,2026-08-29T15:08:21.947897Z,REF-7699,FR,48.8566,2.3522,
syn_87d10ff4,SYNTH-013,379.03,EE,False,2026-08-29T17:34:30.947897Z,REF-5517,FR,48.8566,2.3522,
syn_c6c219b3,SYNTH-005,267.07,Vodafone,False,2026-08-29T18:01:22.947897Z,REF-2964,FR,48.8566,2.3522,
syn_d99ef31f,SYNTH-015,180.47,EE,False,2026-08-29T20:38:00.947897Z,REF-2631,GB,51.5074,-0.1278,
syn_1741a87f,SYNTH-025,57.14,O2,False,2026-08-30T08:11:39.947897Z,REF-2101,FR,48.8566,2.3522,
syn_a2bfb363,SYNTH-029,220.6,O2,False,2026-08-30T10:21:46.947897Z,REF-4970,GB,51.5074,-0.1278,
syn_bad077bd,SYNTH-011,223.62,Uber,False,2026-08-30T10:25:13.947897Z,REF-1493,FR,48.8566,2.3522,
syn_7902361d,SYNTH-002,42.15,Deliveroo,False,2026-08-30T12:17:06.947897Z,REF-5258,GB,51.5074,-0.1278,
syn_34484b4f,SYNTH-003,185.72,Uber,False,2026-08-30T15:09:28.947897Z,REF-3709,GB,52.4862,-1.8904,
syn_321110d3,SYNTH-017,77.86,Deliveroo,False,2026-08-30T15:16:29.947897Z,REF-1411,GB,51.5074,-0.1278,
syn_dd22650a,SYNTH-029,336.06,Spotify,False,2026-08-30T15:26:48.947897Z,REF-3946,FR,48.8566,2.3522,
syn_7764f450,SYNTH-022,482.81,Uber,False,2026-08-30T16:41:46.947897Z,REF-7185,FR,48.8566,2.3522,
syn_f658a5f7,SYNTH-026,77.21,Deliveroo,False,2026-08-30T17:06:14.947897Z,REF-8029,DE,52.52,13.405,
syn_0ed2e126,SYNTH-004,226.59,Amazon,False,2026-08-30T18:39:09.947897Z,REF-2575,FR,48.8566,2.3522,
syn_4a208264,SYNTH-017,130.62,Uber,False,2026-08-30T19:22:46.947897Z,REF-9001,GB,51.5074,-0.1278,
syn_4639dbab,SYNTH-020,368.2,EE,False,2026-08-30T19:25:10.947897Z,REF-9078,GB,53.4808,-2.2426,
syn_0adb63b8,SYNTH-023,469.65,Netflix,False,2026-08-30T19:42:21.947897Z,REF-5138,GB,53.4808,-2.2426,
syn_e761bcbe,SYNTH-024,155.3,Vodafone,False,2026-08-31T08:31:21.947897Z,REF-7786,GB,53.4808,-2.2426,
syn_d9ff2cf9,SYNTH-029,59.13,Sainsburys,False,2026-08-31T09:10:56.947897Z,REF-2868,FR,48.8566,2.3522,
syn_26bd6279,SYNTH-025,324.88,O2,False,2026-08-31T09:39:30.947897Z,REF-9415,GB,52.4862,-1.8904,
syn_32c11c86,SYNTH-010,142.3,Spotify,False,2026-08-31T10:25:09.947897Z,REF-4095,GB,52.4862,-1.8904,
syn_07a6e163,SYNTH-017,396.78,EE,True,2026-08-31T12:18:14.947897Z,REF-3520,DE,52.52,13.405,
syn_8987a6b2,SYNTH-003,37.55,O2,False,2026-08-31T14:21:36.947897Z,REF-5982,GB,52.4862,-1.8904,
syn_84fc2bc8,SYNTH-027,217.33,Deliveroo,False,2026-08-31T15:06:16.947897Z,REF-9260,GB,53.4808,-2.2426,
syn_68082eee,SYNTH-005,345.21,Uber,False,2026-08-31T15:28:32.947897Z,REF-9215,GB,51.5074,-0.1278,
syn_b69dcadb,SYNTH-013,482.6,Sainsburys,False,2026-08-31T17:07:08.947897Z,REF-7910,GB,52.4862,-1.8904,
syn_e2020fcd,SYNTH-013,39.33,Tesco,False,2026-08-31T19:36:02.947897Z,REF-5787,GB,53.4808,-2.2426,
syn_f66414ee,SYNTH-028,496.44,Tesco,False,2026-08-31T19:43:52.947897Z,REF-5408,FR,48.8566,2.3522,
syn_b3d57f3a,SYNTH-019,198.69,O2,True,2026-08-31T20:07:47.947897Z,REF-2441,GB,51.5074,-0.1278,
syn_f8b3150e,SYNTH-017,351.44,Sainsburys,False,2026-09-01T08:01:09.947897Z,REF-9349,GB,52.4862,-1.8904,
syn_ba2b73aa,SYNTH-023,330.44,Spotify,False,2026-09-01T09:12:45.947897Z,REF-2560,GB,53.4808,-2.2426,
syn_5cceff73,SYNTH-009,257.8,Deliveroo,False,2026-09-01T09:56:46.947897Z,REF-6915,GB,53.4808,-2.2426,
syn_615a4762,SYNTH-003,446.28,EE,False,2026-09-01T11:29:32.947897Z,REF-2543,GB,52.4862,-1.8904,
syn_36f45c3f,SYNTH-012,238.09,Vodafone,False,2026-09-01T12:15:03.947897Z,REF-6797,GB,52.4862,-1.8904,
syn_d8808259,SYNTH-006,52.93,Netflix,False,2026-09-01T12:30:33.947897Z,REF-3008,GB,52.4862,-1.8904,
syn_f1c41a0b,SYNTH-013,85.39,Amazon,False,2026-09-01T13:41:51.947897Z,REF-2785,DE,52.52,13.405,
syn_88aee6bf,SYNTH-017,379.64,EE,False,2026-09-01T15:56:38.947897Z,REF-6908,DE,52.52,13.405,
syn_686dd078,SYNTH-018,262.91,Amazon,False,2026-09-01T19:14:25.947897Z,REF-1111,GB,52.4862,-1.8904,
syn_01600c42,SYNTH-030,390.63,Deliveroo,False,2026-09-02T09:58:58.947897Z,REF-5322,GB,52.4862,-1.8904,
syn_9f80761d,SYNTH-023,444.16,Netflix,False,2026-09-02T10:50:04.947897Z,REF-9091,DE,52.52,13.405,
syn_8fb6c391,SYNTH-006,157.74,Uber,False,2026-09-02T10:50:29.947897Z,REF-5107,GB,52.4862,-1.8904,
syn_60940cfc,SYNTH-005,73.05,O2,False,2026-09-02T11:56:11.947897Z,REF-8404,GB,53.4808,-2.2426,
syn_ec183df1,SYNTH-012,409.02,Spotify,False,2026-09-02T15:02:35.947897Z,REF-6227,GB,53.4808,-2.2426,
syn_78a23dd4,SYNTH-026,70.05,Uber,False,2026-09-02T15:16:57.947897Z,REF-8230,GB,53.4808,-2.2426,
syn_f2cc4cf1,SYNTH-013,341.72,EE,False,2026-09-02T15:52:34.947897Z,REF-3404,GB,53.4808,-2.2426,
syn_349c14e3,SYNTH-019,396.04,Spotify,False,2026-09-02T15:57:51.947897Z,REF-6516,GB,51.5074,-0.1278,
syn_93ce8b0f,SYNTH-009,84.54,EE,False,2026-09-02T17:19:09.947897Z,REF-5874,GB,53.4808,-2.2426,
syn_1cc0aa5c,SYNTH-007,432.82,EE,True,2026-09-02T17:45:22.947897Z,REF-8335,GB,51.5074,-0.1278,
syn_55db7885,SYNTH-023,148.85,Deliveroo,False,2026-09-02T17:49:25.947897Z,REF-5194,GB,53.4808,-2.2426,
syn_14cffdef,SYNTH-009,342.28,Vodafone,False,2026-09-03T08:12:28.947897Z,REF-9969,GB,51.5074,-0.1278,
syn_b529fb86,SYNTH-013,485.22,Sainsburys,False,2026-09-03T10:34:00.947897Z,REF-1011,FR,48.8566,2.3522,
syn_76708e8f,SYNTH-017,292.48,O2,False,2026-09-03T12:24:07.947897Z,REF-1499,GB,52.4862,-1.8904,
syn_a43d6ac5,SYNTH-020,319.37,Deliveroo,False,2026-09-03T15:14:36.947897Z,REF-5903,GB,52.4862,-1.8904,
syn_5c7f923a,SYNTH-008,27.48,Tesco,False,2026-09-03T16:13:49.947897Z,REF-3807,GB,53.4808,-2.2426,
syn_668f9b02,SYNTH-008,443.42,Uber,True,2026-09-03T16:50:16.947897Z,REF-7736,GB,52.4862,-1.8904,
syn_cfa217ff,SYNTH-012,465.21,EE,False,2026-09-03T18:03:45.947897Z,REF-2816,GB,51.5074,-0.1278,
syn_637e8255,SYNTH-014,394.71,Uber,False,2026-09-03T20:52:20.947897Z,REF-6509,DE,52.52,13.405,
syn_f6849ef4,SYNTH-027,403.69,EE,False,2026-09-04T09:08:41.947897Z,REF-9868,GB,53.4808,-2.2426,
syn_25509e98,SYNTH-014,222.83,Deliveroo,False,2026-09-04T09:26:22.947897Z,REF-6850,FR,48.8566,2.3522,
syn_889901d3,SYNTH-020,491.42,Vodafone,False,2026-09-04T10:42:54.947897Z,REF-9022,GB,53.4808,-2.2426,
syn_c56f6cac,SYNTH-006,184.5,EE,False,2026-09-04T11:26:08.947897Z,REF-1244,GB,51.5074,-0.1278,
syn_9008e181,SYNTH-018,168.76,Deliveroo,False,2026-09-04T11:38:16.947897Z,REF-9419,GB,51.5074,-0.1278,
syn_cda44eb1,SYNTH-024,43.97,O2,False,2026-09-04T13:08:24.947897Z,REF-5417,GB,51.5074,-0.1278,
syn_48a41d54,SYNTH-012,375.85,Deliveroo,False,2026-09-04T13:18:04.947897Z,REF-8070,GB,52.4862,-1.8904,
syn_33a90ac5,SYNTH-010,91.76,Spotify,False,2026-09-04T13:41:19.947897Z,REF-2168,GB,51.5074,-0.1278,
syn_5efa9934,SYNTH-019,291.51,EE,False,2026-09-04T14:54:05.947897Z,REF-7729,GB,52.4862,-1.8904,
syn_970ed3da,SYNTH-014,135.76,EE,False,2026-09-04T15:56:17.947897Z,REF-1346,GB,52.4862,-1.8904,
syn_a0f30085,SYNTH-019,120.57,Amazon,False,2026-09-04T17:17:45.947897Z,REF-9984,DE,52.52,13.405,
